8000000                                       | 2026-05-13 19:23:46 |       17440.37 |       17440.37
7000000                                       | 2026-05-13 19:25:33 |        9713.78 |       27154.16
7000001                                       | 2026-05-13 19:25:33 |        2078.55 |       29232.71
7000002                                       | 2026-05-13 19:25:34 |       15750.43 |       44983.13
9000000                                       | 2026-05-13 19:25:42 |       14463.13 |       59446.26
9000001                                       | 2026-05-13 19:25:43 |        9496.18 |       68942.44
5000000                                       | 2026-05-13 19:26:35 |        8726.25 |       77668.70
5000001                                       | 2026-05-13 19:26:36 |       14531.17 |       92199.87
10000000                                      | 2026-05-13 19:28:31 |       14840.70 |      107040.57
10000001                                      | 2026-05-13 19:28:32 |        7179.90 |      114220.47
10000002                                      | 2026-05-13 19:28:32 |        4371.04 |      118591.51
10000003                                      | 2026-05-13 19:28:33 |        5524.27 |      124115.78
11000000                                      | 2026-05-13 19:29:29 |       16863.74 |      140979.52
0                                             | 2026-05-13 19:30:40 |       11764.66 |      152744.18
8000001                                       | 2026-05-13 19:39:46 |       30164.96 |      182909.14
8000002                                       | 2026-05-13 19:39:46 |        3832.21 |      186741.36
6000000                                       | 2026-05-13 19:41:24 |       48098.40 |      234839.75
6000001                                       | 2026-05-13 19:41:25 |        7981.50 |      242821.25
6000002                                       | 2026-05-13 19:41:25 |        4446.69 |      247267.95
7000003                                       | 2026-05-13 19:48:01 |       24891.11 |      272159.06
7000004                                       | 2026-05-13 19:48:02 |        6995.97 |      279155.03
5000002                                       | 2026-05-13 19:48:33 |       22949.49 |      302104.53
9000002                                       | 2026-05-13 19:51:21 |       16752.53 |      318857.06
9000003                                       | 2026-05-13 19:51:22 |       13545.53 |      332402.59
9000004                                       | 2026-05-13 19:51:22 |        5376.95 |      337779.54
9000005                                       | 2026-05-13 19:51:23 |        2071.45 |      339850.99
9000006                                       | 2026-05-13 19:51:25 |        2013.34 |      341864.32
11000001                                      | 2026-05-13 19:53:18 |       17943.98 |      359808.30
11000002                                      | 2026-05-13 19:53:19 |       13249.77 |      373058.07
10000004                                      | 2026-05-13 19:54:26 |        9528.85 |      382586.92
1                                             | 2026-05-13 19:57:08 |       44886.04 |      427472.96
6000003                                       | 2026-05-13 20:00:32 |       15465.11 |      442938.07
8000003                                       | 2026-05-13 20:05:31 |        9102.96 |      452041.02
8000004                                       | 2026-05-13 20:05:31 |        5399.41 |      457440.43
8000005                                       | 2026-05-13 20:05:32 |        2049.28 |      459489.72
8000006                                       | 2026-05-13 20:05:32 |       10979.80 |      470469.52
7000005                                       | 2026-05-13 20:11:18 |        2984.84 |      473454.35
7000006                                       | 2026-05-13 20:11:18 |       18483.18 |      491937.53
7000007                                       | 2026-05-13 20:11:19 |        5335.20 |      497272.73
5000003                                       | 2026-05-13 20:12:13 |       22572.97 |      519845.70
5000004                                       | 2026-05-13 20:12:14 |       21149.58 |      540995.28
11000003                                      | 2026-05-13 20:16:58 |       21481.55 |      562476.83
11000004                                      | 2026-05-13 20:16:58 |       11549.04 |      574025.88
11000005                                      | 2026-05-13 20:16:59 |       14994.08 |      589019.95
10000005                                      | 2026-05-13 20:17:48 |       28094.91 |      617114.86
10000006                                      | 2026-05-13 20:17:48 |       12055.52 |      629170.38
6000004                                       | 2026-05-13 20:20:30 |       35584.57 |      664754.95
2                                             | 2026-05-13 20:24:30 |       36271.88 |      701026.83
7000008                                       | 2026-05-13 20:27:41 |        8511.66 |      709538.49
