7049000                                       | 2026-05-17 18:25:50 |      794999.54 |      794999.54
5049000                                       | 2026-05-17 19:21:24 |     1058907.16 |     1853906.71
6049000                                       | 2026-05-17 19:24:18 |      728308.48 |     2582215.19
8049000                                       | 2026-05-17 19:24:34 |      810832.89 |     3393048.08
8049001                                       | 2026-05-17 22:07:06 |      691303.28 |     4084351.36
7049001                                       | 2026-05-17 22:21:34 |      878937.02 |     4963288.38
6049001                                       | 2026-05-17 22:58:49 |      817808.87 |     5781097.26
14429000                                      | 2026-05-18 05:29:29 |      428940.03 |     6210037.29
10429000                                      | 2026-05-18 06:11:36 |      495042.32 |     6705079.61
18429000                                      | 2026-05-18 06:19:54 |      474029.18 |     7179108.79
17429000                                      | 2026-05-18 06:55:37 |      562885.54 |     7741994.32
12429000                                      | 2026-05-18 07:26:07 |      535834.17 |     8277828.49
16429000                                      | 2026-05-18 08:37:04 |      786346.47 |     9064174.96
8429000                                       | 2026-05-18 08:39:52 |      955382.43 |    10019557.39
13429000                                      | 2026-05-18 08:52:47 |      749161.96 |    10768719.34
6429000                                       | 2026-05-18 09:02:47 |      855953.73 |    11624673.08
11429000                                      | 2026-05-18 09:14:33 |      665012.89 |    12289685.97
15429000                                      | 2026-05-18 09:31:47 |      736488.30 |    13026174.26
4429000                                       | 2026-05-18 09:55:21 |      830018.00 |    13856192.26
9429000                                       | 2026-05-18 10:20:55 |      869364.94 |    14725557.20
5429000                                       | 2026-05-18 10:45:54 |      899178.89 |    15624736.09
14429001                                      | 2026-05-18 10:50:56 |      447163.36 |    16071899.45
10429001                                      | 2026-05-18 12:08:50 |      516107.63 |    16588007.08
7429000                                       | 2026-05-18 12:22:21 |     1072379.41 |    17660386.48
18429001                                      | 2026-05-18 12:47:31 |      579203.71 |    18239590.19
16429001                                      | 2026-05-18 12:54:51 |      391021.09 |    18630611.28
17429001                                      | 2026-05-18 14:09:31 |      673914.72 |    19304526.01
3429000                                       | 2026-05-18 14:37:01 |     1325324.44 |    20629850.45
12429001                                      | 2026-05-18 14:43:41 |      593325.28 |    21223175.73
8429001                                       | 2026-05-18 15:21:45 |      684989.64 |    21908165.38
14429002                                      | 2026-05-18 15:25:42 |      409988.97 |    22318154.35
