11000000                                      | 2026-05-15 20:45:14 |       34848.35 |       34848.35
9000000                                       | 2026-05-15 20:59:52 |       48737.12 |       83585.46
7000000                                       | 2026-05-15 21:01:00 |       44817.30 |      128402.76
4000000                                       | 2026-05-15 21:01:42 |       51685.66 |      180088.42
14000000                                      | 2026-05-15 21:08:34 |       55627.42 |      235715.84
6000000                                       | 2026-05-15 21:10:10 |       61361.65 |      297077.49
15000000                                      | 2026-05-15 21:16:16 |       68143.83 |      365221.32
5000000                                       | 2026-05-15 21:19:05 |       66201.28 |      431422.60
2000000                                       | 2026-05-15 21:25:43 |       72894.68 |      504317.29
10000000                                      | 2026-05-15 21:26:23 |       70661.34 |      574978.62
3000000                                       | 2026-05-15 21:28:14 |       75384.15 |      650362.77
8000000                                       | 2026-05-15 21:28:49 |       65589.01 |      715951.78
13000000                                      | 2026-05-15 21:29:32 |      102861.38 |      818813.16
12000000                                      | 2026-05-15 21:31:25 |       79274.98 |      898088.14
11000001                                      | 2026-05-15 21:43:41 |       54644.45 |      952732.59
0                                             | 2026-05-15 21:46:45 |       93981.32 |     1046713.91
1000000                                       | 2026-05-15 21:48:24 |       91480.75 |     1138194.65
4000001                                       | 2026-05-15 21:50:21 |       37963.07 |     1176157.72
7000001                                       | 2026-05-15 21:58:14 |       50246.11 |     1226403.83
15000001                                      | 2026-05-15 22:00:49 |       34344.10 |     1260747.93
9000001                                       | 2026-05-15 22:11:20 |       53966.19 |     1314714.12
11000002                                      | 2026-05-15 22:12:40 |       25256.23 |     1339970.35
10000001                                      | 2026-05-15 22:23:30 |       53499.41 |     1393469.76
12000001                                      | 2026-05-15 22:25:11 |       53453.09 |     1446922.85
14000001                                      | 2026-05-15 22:31:02 |       74764.86 |     1521687.71
3000001                                       | 2026-05-15 22:31:46 |       61220.87 |     1582908.58
6000001                                       | 2026-05-15 22:35:59 |       77444.97 |     1660353.55
2000001                                       | 2026-05-15 22:37:35 |       59623.88 |     1719977.43
4000002                                       | 2026-05-15 22:42:07 |       51320.64 |     1771298.07
15000002                                      | 2026-05-15 22:45:12 |       34456.49 |     1805754.56
11000003                                      | 2026-05-15 22:47:39 |       31656.27 |     1837410.83
13000001                                      | 2026-05-15 22:49:22 |       74912.62 |     1912323.45
7000002                                       | 2026-05-15 22:53:09 |       50275.20 |     1962598.66
5000001                                       | 2026-05-15 22:53:10 |       90833.44 |     2053432.09
1000001                                       | 2026-05-15 23:10:15 |       63390.40 |     2116822.49
8000001                                       | 2026-05-15 23:12:02 |       98377.06 |     2215199.55
9000002                                       | 2026-05-15 23:23:34 |       62238.51 |     2277438.06
14000002                                      | 2026-05-15 23:25:32 |       56811.37 |     2334249.43
7000003                                       | 2026-05-15 23:25:47 |       29212.66 |     2363462.09
10000002                                      | 2026-05-15 23:33:38 |       66143.78 |     2429605.87
11000004                                      | 2026-05-15 23:35:02 |       46403.45 |     2476009.32
15000003                                      | 2026-05-15 23:35:34 |       41961.72 |     2517971.04
4000003                                       | 2026-05-15 23:36:29 |       46324.85 |     2564295.89
12000002                                      | 2026-05-15 23:40:10 |       68371.54 |     2632667.43
2000002                                       | 2026-05-15 23:53:59 |       66185.12 |     2698852.55
1                                             | 2026-05-15 23:54:42 |      127566.62 |     2826419.17
13000002                                      | 2026-05-15 23:55:23 |       66046.32 |     2892465.49
14000003                                      | 2026-05-16 00:02:59 |       35301.69 |     2927767.18
1000002                                       | 2026-05-16 00:03:29 |       43939.88 |     2971707.07
7000004                                       | 2026-05-16 00:08:36 |       40770.95 |     3012478.01
8000002                                       | 2026-05-16 00:12:59 |       51105.89 |     3063583.90
6000002                                       | 2026-05-16 00:13:04 |       86692.00 |     3150275.90
10000003                                      | 2026-05-16 00:13:30 |       44284.38 |     3194560.28
3000002                                       | 2026-05-16 00:16:56 |      112809.62 |     3307369.90
15000004                                      | 2026-05-16 00:17:59 |       38243.05 |     3345612.95
9000003                                       | 2026-05-16 00:20:23 |       50360.11 |     3395973.06
5000002                                       | 2026-05-16 00:24:51 |      105791.96 |     3501765.02
11000005                                      | 2026-05-16 00:24:53 |       48149.42 |     3549914.44
4000004                                       | 2026-05-16 00:40:48 |       61089.66 |     3611004.09
14000004                                      | 2026-05-16 00:41:57 |       39644.15 |     3650648.24
6000003                                       | 2026-05-16 00:55:42 |       35391.69 |     3686039.93
13000003                                      | 2026-05-16 01:03:15 |       74988.33 |     3761028.26
2000003                                       | 2026-05-16 01:05:09 |       62054.34 |     3823082.60
