58000000                                      | 2026-05-16 04:57:10 |       17007.13 |       17007.13
43000000                                      | 2026-05-16 06:58:24 |       45156.13 |       62163.26
69000000                                      | 2026-05-16 07:03:25 |       45833.89 |      107997.14
46000000                                      | 2026-05-16 07:34:03 |       35401.82 |      143398.96
62000000                                      | 2026-05-16 07:56:12 |       59979.77 |      203378.74
59000000                                      | 2026-05-16 07:56:44 |       30303.11 |      233681.85
89000000                                      | 2026-05-16 07:58:27 |       60747.31 |      294429.16
47000000                                      | 2026-05-16 08:01:35 |       29534.36 |      323963.52
87000000                                      | 2026-05-16 08:02:48 |       43497.75 |      367461.28
51000000                                      | 2026-05-16 08:08:23 |       39855.52 |      407316.80
63000000                                      | 2026-05-16 08:11:15 |       61734.48 |      469051.28
61000000                                      | 2026-05-16 08:14:11 |       46373.87 |      515425.15
91000000                                      | 2026-05-16 08:15:35 |       57089.16 |      572514.31
57000000                                      | 2026-05-16 08:16:09 |       45681.26 |      618195.57
71000000                                      | 2026-05-16 08:17:29 |       42675.18 |      660870.75
93000000                                      | 2026-05-16 08:28:22 |       20842.56 |      681713.31
44000000                                      | 2026-05-16 08:30:53 |       56900.13 |      738613.44
52000000                                      | 2026-05-16 08:31:38 |       30767.61 |      769381.06
80000000                                      | 2026-05-16 08:32:50 |       44546.18 |      813927.24
74000000                                      | 2026-05-16 08:49:03 |       30461.42 |      844388.65
86000000                                      | 2026-05-16 08:52:52 |       45357.54 |      889746.20
67000000                                      | 2026-05-16 09:00:03 |       59611.64 |      949357.83
72000000                                      | 2026-05-16 09:02:16 |       59958.37 |     1009316.20
48000000                                      | 2026-05-16 09:18:08 |       59180.69 |     1068496.89
94000000                                      | 2026-05-16 09:25:27 |       51510.28 |     1120007.17
45000000                                      | 2026-05-16 09:26:36 |       28114.18 |     1148121.35
66000000                                      | 2026-05-16 09:30:05 |       33829.01 |     1181950.36
68000000                                      | 2026-05-16 09:40:21 |       59260.79 |     1241211.15
82000000                                      | 2026-05-16 09:45:38 |       59536.76 |     1300747.91
79000000                                      | 2026-05-16 09:51:55 |       70878.93 |     1371626.84
56000000                                      | 2026-05-16 09:55:32 |       31530.08 |     1403156.92
75000000                                      | 2026-05-16 09:57:23 |       74861.82 |     1478018.74
70000000                                      | 2026-05-16 10:00:35 |       60741.10 |     1538759.84
55000000                                      | 2026-05-16 10:04:00 |       58579.87 |     1597339.71
88000000                                      | 2026-05-16 10:05:28 |       33957.95 |     1631297.66
76000000                                      | 2026-05-16 10:07:06 |       66858.73 |     1698156.39
53000000                                      | 2026-05-16 10:09:19 |       48582.25 |     1746738.64
64000000                                      | 2026-05-16 10:11:02 |       56677.10 |     1803415.74
84000000                                      | 2026-05-16 10:17:26 |       61377.66 |     1864793.41
85000000                                      | 2026-05-16 10:19:08 |       52591.97 |     1917385.38
58000001                                      | 2026-05-16 10:24:53 |       44436.54 |     1961821.92
90000000                                      | 2026-05-16 10:31:03 |       38882.61 |     2000704.53
89000001                                      | 2026-05-16 10:31:42 |       20812.17 |     2021516.70
54000000                                      | 2026-05-16 10:36:38 |       56681.90 |     2078198.59
0                                             | 2026-05-16 10:49:49 |       72115.06 |     2150313.66
92000000                                      | 2026-05-16 10:50:15 |       92632.50 |     2242946.16
43000001                                      | 2026-05-16 10:51:56 |       36231.86 |     2279178.02
