user,node_hash,weight
323882676,1423617186047508893,1
323894749,-5767698189080947092,1
324001923,2923443793903688569,1
324875038,-3801564115648189386,1
325574520,2529260117233251809,1
325721552,-1818359277611103238,1
326826879,6176576297528262259,1
327071174,-2365928762848621314,1
327304882,-5108166405896997371,1
328546914,683960117308390927,1
328966256,-8532559063955606948,1
329273787,-3630410133540533148,2
329607652,-6507193292399957005,1
330250773,-7215821696374667133,1
330429430,2948074658582360801,1
330942486,-7617846371693891078,1
331501075,-5115051010288958662,1
331617619,1514191625800736221,1
332885533,-6878108244905945877,2
333053073,-3979544082605156532,2
333320879,-7383415505514950631,2
333416571,-6517495240698120089,1
334658624,-881293209136851679,2
335174838,-8987762271981914359,6
335204704,6639481852227789048,1
338304621,3408763443086349559,1
338471154,-394287317464942282,1
339639547,3673302139730999455,1
339745495,-7221918109405005466,2
339852789,7185816379890772089,1
340843833,-2743851995634796976,1
341480307,-5359179187176547306,1
342014453,8738966932064721233,1
342256558,565896429696768856,1
343435216,9055147232080592315,3
344265860,5263636083379342283,1
345246583,6750511865918170675,1
345753887,-3770760209107652621,1
346161795,1474324504898478119,2
346802332,-7005216239545700316,1
346840282,1469193319180556233,1
347209343,3481603281684155588,2
347745545,-8800472265929505263,1
348970276,-6839455017886514833,1
348989806,3934431782148797380,1
349047610,-5293885895050221438,2
349691532,2174045720649150932,1
350535235,3804989695803418571,1
352211386,6330942936912998614,4
352962259,-1537100371974394523,2
353160476,-8817789812689771324,3
353678923,7326001350058549530,2
355998585,-3603912116347349199,1
356486807,2685517289680513530,1
356997587,-1694579648269995896,1
357067984,4070753807800275059,1
357387988,-4120698254108267972,1
357984794,4723079748135137374,1
358677461,6115864893014820535,2
358890729,-5082845550000186556,1
360031554,-2210025089223282198,1
360485722,-4979347327982805418,1
361477623,4363108786065708691,1
361748780,-908323840618170249,1
361808481,-59326686169852763,1
364485678,310119225535488303,4
364961513,8506415058608444142,1
365647664,-506831723599409700,1
365981756,-1690886491485565658,1
366109520,-8805688586800523551,2
367063704,4672384149804312533,1
367338469,6616913507914073982,1
368309419,6689820105751596504,1
368581703,-5292232602406348222,1
368907026,-6138232548232122800,1
368999827,5085580789055511749,1
370147894,8370984676073936294,1
370386588,3619011709221145345,1
370671330,832211137909763373,1
370721219,7302142006759981851,1
371827827,9158722147485823163,1
372211031,6440650506137121717,1
372335755,4439411799539885129,1
372823059,-7713159515052639344,1
373322135,8840096657586402925,1
373454928,8434851711253278180,1
373864602,-1576811336946560356,2
375120197,-9004414830696500224,2
376640823,-8910465750800905265,1
376749526,7642745186758091945,1
376944209,-1056408247091547266,1
377331471,6944858379946968907,1
377430097,2409276518264820983,1
377931910,-8257979698145227425,1
378095332,973944342317737871,1
378096106,-7725267095633868444,1
378456413,-5082369861389287313,1
378513487,-1129405762022941992,3
379865125,2107288419536767431,1
380171774,-7206343591178393380,1
380930079,5532003167239579216,1
380930315,414467261724563657,1
381060554,-8646813432763415496,2
381158031,-6148379606160533395,1
382013356,93569719397658465,1
383220471,-8269267209622241813,1
383639966,4582984446311716386,2
384760605,-441828397116346020,1
385071847,-2050053003554345152,1
385357773,-3734714373302986483,1
385498685,6521144889807577797,2
385897719,825945385737332983,1
386182882,3795228817100932715,1
386446798,-3103567194076732553,1
386580960,-7021480879232784135,1
386620065,-8437568170078069488,1
386658149,1054829848564325918,1
387017054,3315225960250826085,1
387043149,-4607874417709284064,2
387063209,-898068940711698162,4
387089650,6704478689937947835,2
387311298,-3674773343774767840,1
387552699,-6959048259615605249,1
387684853,-7747418129375372835,2
387753956,-8268753329644346587,1
388212968,9133975039953006820,1
388835368,1457377896117682760,2
389076701,-6720554717925134101,13
389550056,-5212166656409204111,1
390247390,7135213267594767816,2
390275629,153947183704185932,1
390287630,-2817132946498323969,1
390340887,-724637671966168626,1
390573861,-2575751857367257821,1
390623935,2795083917247212930,1
390876101,-3689706474259932376,1
390936473,5565532584758250363,2
391168591,2042422628817344111,1
391254156,-3251902238152274710,2
391565859,-786384649065171325,1
392479190,2327235569889502072,1
392656492,4139423108385429356,1
392682615,-6681763232659031481,1
393261203,3657256369919170186,1
393329565,-1474781620561386233,1
394329288,-5629889331456367559,1
394680267,-578472953711170754,3
394770477,2647054330223906180,2
394852541,8974536177535485407,2
395163705,5798361343439865998,1
395768904,6375243647037532076,2
395972891,-8974580596250557827,1
396196873,3969991057573289019,1
396765685,-7043581462841783864,1
396848823,437169346947466554,1
397091033,8085189591289386786,2
397176329,89835870906081485,1
397415238,-9172164472780349028,1
397512732,-4054861255732516492,1
397513835,-7253731671402981130,1
397535534,-1414124360316447834,1
397571163,-4537955601847017417,1
397911730,-6069568764680461540,1
397943181,-6751172911321906339,1
397988898,6184402381484131172,1
398027263,208683276825642149,1
398353255,6949404391784418865,1
399008150,-1005250963178582726,1
399523267,-3727531004903608790,4
399553357,2918302178567856472,3
399703882,3200874450353719112,1
399964269,-3757243890763848689,1
400744485,4704913805443438119,1
401399952,5990114918224108006,2
402065394,671264080106754690,1
402557031,-1919467817977431490,7
402703396,695256466460648053,1
403435225,-3378595613949739784,1
404724420,-7696674427007661715,1
404951630,3357502231195632407,1
405002137,6966002160214350786,2
405214695,2843468039706244155,1
405832858,-4764079575667612469,1
405964811,-6328071172629613001,1
406148692,8158135819651175333,1
406286295,-1334183285029571640,1
406977902,224995711136973839,1
407014328,9116657837445109046,1
407044850,5836862126564883280,1
407185526,1961574432530846654,1
407648597,-1042006962652456909,1
407653117,-8594481680148771719,1
407883178,408478759398544076,2
409222227,1336340362719707065,1
409335894,4919052606054809399,1
409427594,5511629207110993208,5
409951182,5424932725872163447,1
410221390,-5158599379133079462,1
410857326,-8874338440966099281,1
410972234,3281774127134920436,1
411675522,-8237906545109999509,3
411694745,2452959118877900974,1
411735142,398147209765331431,1
411786144,5623028184333659982,6
412092041,-1746281131559311503,1
412603811,-7561723637303110250,3
413215948,-4863349564156583458,1
413455293,7243978708995664937,1
413809592,3626214555306955966,1
413883500,2602608860599710623,1
413914801,5409557873847630485,1
413916151,6082571435830051050,2
413963216,2552919787531495243,1
414281787,8235765643086592658,1
414956690,4824279122829842069,1
414973818,-3800525568148099508,1
415033577,3977537786218073557,1
415078043,7740689651324479432,1
415498542,6880496829714943307,1
415749407,2424153695724425653,1
416364174,-4753705558486572493,2
416468746,-3516472444545454853,1
417483046,-9150086499508773563,1
417956076,-5607165112396013604,1
417987965,4517073049997313362,2
418206490,8797359294910741959,4
418508915,-7619302929349864473,1
418751479,8541846857036153067,1
418768394,6837113096012707362,1
419425194,8373500227349678193,1
419587613,-7286417378153068114,1
419717216,7613051254898799152,1
419825062,-4565560135616092001,1
419916083,3639719780522133168,2
420351046,-6661335504748041195,1
421033878,362633167991898539,1
421076470,-5530878159719188363,1
421139321,5877454381570544489,1
422033790,-2576021545811987147,2
422224808,608222802652117490,3
422510771,-5535004519922207864,1
422517777,-1906035237941604910,1
422557494,2228029134433748528,2
423581062,-986876322477708782,1
423686160,-5607330379004031082,1
424212237,-8587703894123342034,1
424527918,-2344882419296397293,1
425197197,-6360682487491195299,1
425695522,-5566729908363492063,1
426085756,5519713630594210779,1
426435191,2146761173893488062,4
427383626,3794264506342105536,1
427673107,-5808393452606318065,1
428447147,-1688543863325421171,1
428510476,7928134993713954921,1
428672822,-9133556579272938218,1
429356220,-8088571961246309826,1
429928758,-1125885683675145427,2
430007181,-6048184617059742235,1
430033435,4299549791950604890,1
430348978,7560423922829585480,1
430437851,-8678014957527242998,4
430819995,5500986800422155210,1
431868411,-519250046429089966,1
432364703,-7295965963236835204,1
432372959,633524067481254555,5
432681528,3028673442294165118,1
432880282,7520707503923392610,1
433234183,-1821741914715058100,1
433391616,-2476307638688146495,1
433467285,-4663238318410184194,1
433948126,542412651502283847,1
434246241,7412477448529503935,1
434433502,2339899970861252211,1
434558035,-5413767284844367577,1
434991509,1938954498425785403,1
435081321,5783186761440304290,1
435089369,-3672812349719628500,1
435135749,-4868473493559108232,1
435137190,-3348120141693615305,1
435736053,6798680043442340780,1
435791610,3836252546860512946,1
